audit_id,generated_at_utc,doc_id,isin,name,severity,flag_type,category,description,evidence,financial_impact,recommendation,classification_asset_type,classification_asset_subtype,derived_asset_class,exposure_source,effective_equity_pct,effective_fixed_income_pct,effective_cash_pct,effective_other_pct,effective_sum_pct
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0137381036,ES0137381036,Gesconsult Renta Variable Iberia A FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.012, ""equity"": 0.9331, ""fixed_income"": 0.0549, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,93.31,5.49,1.2,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0138217031,ES0138217031,Gesconsult Renta Fija Flexible A FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=0.9999; raw_components={""cash"": 0.0593, ""equity"": 0.095, ""fixed_income"": 0.8456, ""other"": 0.0}; normalized_sum=99.99",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,9.5,84.56,5.93,0.0,99.99
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0138911039,ES0138911039,Gesconsult Renta Variable Eurozona FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0117, ""equity"": 0.9703, ""fixed_income"": 0.018, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,97.03,1.8,1.17,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0138914033,ES0138914033,Merch-Fontemar FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1.0001; raw_components={""cash"": 0.0, ""equity"": 0.2454, ""fixed_income"": 0.6898, ""other"": 0.0649}; normalized_sum=100.01",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,allocation,FLEXIBLE_ALLOCATION,Mixto,asset_mix,24.54,68.98,0.0,6.49,100.01
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0138922002,ES0138922002,Gesconsult Horizonte 2025 FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.1092, ""equity"": 0.0, ""fixed_income"": 0.8908, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,89.08,10.92,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0138936036,ES0138936036,Fondibas FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0427, ""equity"": 0.1889, ""fixed_income"": 0.7684, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,allocation,FLEXIBLE_ALLOCATION,Mixto,asset_mix,18.89,76.84,4.27,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0140643034,ES0140643034,GVC Gaesco Europa FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0069, ""equity"": 0.9931, ""fixed_income"": 0.0, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,EUROPE_EQUITY,RV,asset_mix,99.31,0.0,0.69,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0140986011,ES0140986011,Gesconsult Oportunidad Renta Fija A FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0386, ""equity"": 0.0, ""fixed_income"": 0.8335, ""other"": 0.1279}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,83.35,3.86,12.79,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0141113037,ES0141113037,GVC Gaesco Japón A FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0359, ""equity"": 0.9641, ""fixed_income"": 0.0, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,JAPAN_EQUITY,RV,asset_mix,96.41,0.0,3.59,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0141116030,ES0141116030,Hamco Global Value Fund R FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0246, ""equity"": 0.8417, ""fixed_income"": 0.1232, ""other"": 0.0105}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,84.17,12.32,2.46,1.05,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0141580037,ES0141580037,SIH Ahorro A FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0087, ""equity"": 0.0, ""fixed_income"": 0.9679, ""other"": 0.0234}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,96.79,0.87,2.34,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0141991002,ES0141991002,Gestión Talento FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0103, ""equity"": 0.6906, ""fixed_income"": 0.0316, ""other"": 0.2675}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,69.06,3.16,1.03,26.75,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0142167032,ES0142167032,SIH Renta Fija A FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0073, ""equity"": 0.0, ""fixed_income"": 0.956, ""other"": 0.0367}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,95.6,0.73,3.67,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0146309002,ES0146309002,Horos Value Internacional FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.1112, ""equity"": 0.8723, ""fixed_income"": 0.0, ""other"": 0.0165}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,87.23,0.0,11.12,1.65,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0155142005,ES0155142005,Intermoney Variable Euro A FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0, ""equity"": 1.0, ""fixed_income"": 0.0, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,100.0,0.0,0.0,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0158600033,ES0158600033,SIH Flex Global FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1.0001; raw_components={""cash"": 0.0391, ""equity"": 0.0807, ""fixed_income"": 0.8059, ""other"": 0.0744}; normalized_sum=100.01",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,allocation,FLEXIBLE_ALLOCATION,Mixto,asset_mix,8.07,80.59,3.91,7.44,100.01
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0159201013,ES0159201013,Magallanes Iberian Equity M FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0855, ""equity"": 0.9145, ""fixed_income"": 0.0, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,91.45,0.0,8.55,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0159259011,ES0159259011,Magallanes European Equity M FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0792, ""equity"": 0.9208, ""fixed_income"": 0.0, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,EUROPE_EQUITY,RV,asset_mix,92.08,0.0,7.92,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0161992005,ES0161992005,SIH Capital FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1.0075; raw_components={""cash"": 0.0, ""equity"": 0.2453, ""fixed_income"": 0.6839, ""other"": 0.0783}; normalized_sum=100.75",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,allocation,FLEXIBLE_ALLOCATION,Mixto,asset_mix,24.53,68.39,0.0,7.83,100.75
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0162211033,ES0162211033,Merch-Eurounión FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0, ""equity"": 0.7376, ""fixed_income"": 0.197, ""other"": 0.0654}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,allocation,FLEXIBLE_ALLOCATION,Mixto,asset_mix,73.76,19.7,0.0,6.54,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0162295002,ES0162295002,Cartera Renta Fija Horizonte 2027 FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0, ""equity"": 0.0, ""fixed_income"": 0.98, ""other"": 0.02}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,98.0,0.0,2.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0162296000,ES0162296000,Cartera Renta Fija Horizonte 2028 FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0393, ""equity"": 0.0, ""fixed_income"": 0.9607, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,96.07,3.93,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0162332037,ES0162332037,Merchfondo FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0, ""equity"": 0.969556, ""fixed_income"": 0.016579, ""other"": 0.013865}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,96.9556,1.6579,0.0,1.3865,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0162333035,ES0162333035,Merchrenta FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0943, ""equity"": 0.0, ""fixed_income"": 0.8422, ""other"": 0.0635}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,84.22,9.43,6.35,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0162368007,ES0162368007,Metavalor Internacional I FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.1246, ""equity"": 0.8754, ""fixed_income"": 0.0, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,87.54,0.0,12.46,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0165142003,ES0165142003,Mutuafondo Corto Plazo D FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.1121, ""equity"": 0.0, ""fixed_income"": 0.8879, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,88.79,11.21,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0165237001,ES0165237001,Mutuafondo D FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0, ""equity"": 0.0, ""fixed_income"": 0.980777, ""other"": 0.019223}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,98.0777,0.0,1.9223,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0165242001,ES0165242001,Myinvestor S&P500 Equiponderado FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0, ""equity"": 1.0, ""fixed_income"": 0.0, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,US_EQUITY,RV,asset_mix,100.0,0.0,0.0,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0165243025,ES0165243025,Myinvestor Value C FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0, ""equity"": 0.9574, ""fixed_income"": 0.0187, ""other"": 0.0239}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,EUROPE_EQUITY,RV,asset_mix,95.74,1.87,0.0,2.39,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0167238023,ES0167238023,Estela Global Equities R FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0, ""equity"": 0.9046, ""fixed_income"": 0.0757, ""other"": 0.0197}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,90.46,7.57,0.0,1.97,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0168662031,ES0168662031,Trea Renta Fija FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.0578, ""equity"": 0.0, ""fixed_income"": 0.9422, ""other"": 0.0}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,fixed_income,CORPORATE_BOND,RF,asset_mix,0.0,94.22,5.78,0.0,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0168797092,ES0168797092,Gestión Boutique II JPB Growth FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.2226, ""equity"": 0.6944, ""fixed_income"": 0.0, ""other"": 0.083}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,GLOBAL_EQUITY,RV,asset_mix,69.44,0.0,22.26,8.3,100.0
BDB-SEM-0,2026-05-07T04:20:21.037545+00:00,ES0168799056,ES0168799056,Gestión Boutique IV Alclam US Equities FI,HIGH,ASSET_MIX_SCALE_0_1_SUSPECTED,portfolio_exposure_v2.asset_mix,Asset mix appears stored in 0-1 scale while downstream/reporting may expect 0-100 percentages.,"raw_sum=1; raw_components={""cash"": 0.013, ""equity"": 0.9479, ""fixed_income"": 0.0, ""other"": 0.0391}; normalized_sum=100",A 100x scale misunderstanding can materially distort optimizer exposure limits or reports.,Confirm canonical consumer scale before any normalization package.,equity,US_EQUITY,RV,asset_mix,94.79,0.0,1.3,3.91,100.0
